0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
1345,3242,2581,1703,2582,1350,2727,2602,399,463,49,31,2734,2196,3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302
3242,2581,1703,2582,1350,2727,2602,399,463,49,31,2734,2196,3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188
2581,1703,2582,1350,2727,2602,399,463,49,31,2734,2196,3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831
1703,2582,1350,2727,2602,399,463,49,31,2734,2196,3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850
2582,1350,2727,2602,399,463,49,31,2734,2196,3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930
1350,2727,2602,399,463,49,31,2734,2196,3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844
2727,2602,399,463,49,31,2734,2196,3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414
2602,399,463,49,31,2734,2196,3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861
399,463,49,31,2734,2196,3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313
463,49,31,2734,2196,3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239
49,31,2734,2196,3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985
31,2734,2196,3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367
2734,2196,3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987
2196,3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992
3602,2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142
2579,1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637
1586,1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882
1581,2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508
2356,901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933
901,2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590
2232,2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543
2974,2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837
2338,2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652
2990,2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039
2207,2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514
2729,2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574
2822,2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614
2425,1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464
1910,2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078
2068,818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934
818,1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676
1648,2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033
2228,2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016
2575,392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758
392,2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106
2982,1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703
1423,2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068
2287,1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605
1836,2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620
2103,3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477
3536,2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610
2302,3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055
3188,3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628
3831,1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862
1850,2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818
2930,1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452
1844,414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091
414,1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336
1861,1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404
1313,239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329
239,2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676
2985,2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537
2367,2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301
2987,2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914
2992,1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829
1142,1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128
1637,1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843
1882,2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454
2508,1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445
1933,2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343
2590,2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831
2543,1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071
1837,1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047
1652,3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199
3039,2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787
2514,2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077
2574,1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061
1614,2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383
2464,2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070
2078,934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883
934,1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007
1676,3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067
3033,2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973
2016,1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676
1758,3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274
3106,1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486
1703,4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540
4068,1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453
1605,1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868
1620,1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974
1477,610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365
610,1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496
1055,2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820
2628,2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502
2862,2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851
2818,1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875
1452,3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594
3091,1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907
1336,2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039
2404,329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715
329,3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715,1514
3676,3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715,1514,498
3537,2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715,1514,498,1461
2301,2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715,1514,498,1461,1599
2914,2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715,1514,498,1461,1599,1743
2829,1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715,1514,498,1461,1599,1743,875
1128,2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715,1514,498,1461,1599,1743,875,387
2843,1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715,1514,498,1461,1599,1743,875,387,1663
1454,2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715,1514,498,1461,1599,1743,875,387,1663,811
2445,3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715,1514,498,1461,1599,1743,875,387,1663,811,759
3343,831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715,1514,498,1461,1599,1743,875,387,1663,811,759,1724
831,2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715,1514,498,1461,1599,1743,875,387,1663,811,759,1724,1599
2071,1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715,1514,498,1461,1599,1743,875,387,1663,811,759,1724,1599,3376
1047,1199,1787,3077,2061,383,3070,883,2007,3067,2973,676,1274,2486,1540,2453,1868,1974,3365,1496,1820,3502,1851,1875,3594,3907,2039,1715,1514,498,1461,1599,1743,875,387,1663,811,759,1724,1599,3376,677
